OnsetTemperature,TemperatureStep,FattyAcid,EquivalentChainLength
130.0,4.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.89306260575296
130.0,4.0,"{20,[]}",20.0
130.0,4.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.274440518256775
130.0,4.0,"{20,[{11,1,1}]}",20.506242638398117
130.0,4.0,"{21,[]}",21.0
130.0,4.0,"{20,[{11,1,1}, {14,1,1}]}",21.330004755111744
130.0,4.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.90228245363766
130.0,4.0,"{22,[]}",22.0
130.0,4.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.293543543543542
130.0,4.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.343343343343346
130.0,4.0,"{22,[{13,1,1}]}",22.511261261261264
130.0,4.0,"{23,[]}",23.0
130.0,4.0,"{22,[{13,1,1}, {16,1,1}]}",23.348131427138195
130.0,4.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.366942563330824
130.0,4.0,"{24,[]}",24.0
130.0,4.0,"{24,[{15,1,1}]}",
130.0,4.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
130.0,5.0,"{8,[]}",8.0
130.0,5.0,"{10,[]}",10.0
130.0,5.0,"{11,[]}",11.0
130.0,5.0,"{12,[]}",12.0
130.0,5.0,"{13,[]}",13.0
130.0,5.0,"{14,[]}",14.0
130.0,5.0,"{14,[{9,1,1}]}",14.719569015725101
130.0,5.0,"{15,[]}",15.0
130.0,5.0,"{15,[{10,1,1}]}",15.724282129913576
130.0,5.0,"{16,[]}",16.0
130.0,5.0,"{16,[{9,1,1}]}",16.60016602102933
130.0,5.0,"{17,[]}",17.0
130.0,5.0,"{17,[{10,1,1}]}",17.6017601760176
130.0,5.0,"{18,[]}",18.0
130.0,5.0,"{18,[{9,-1,1}]}",18.34858757062147
130.0,5.0,"{18,[{9,1,1}]}",18.527401129943502
130.0,5.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.941525423728816
130.0,5.0,"{19,[]}",19.0
130.0,5.0,"{18,[{9,1,1}, {12,1,1}]}",19.34786276715411
130.0,5.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.927446569178855
130.0,5.0,"{20,[]}",20.0
130.0,5.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.31167303734196
130.0,5.0,"{20,[{11,1,1}]}",20.521611290796827
130.0,5.0,"{21,[]}",21.0
130.0,5.0,"{20,[{11,1,1}, {14,1,1}]}",21.356253704801425
130.0,5.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.942205097806756
130.0,5.0,"{22,[]}",22.0
130.0,5.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.332079021636876
130.0,5.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.395735340232047
130.0,5.0,"{22,[{13,1,1}]}",22.52837880213233
130.0,5.0,"{23,[]}",23.0
130.0,5.0,"{22,[{13,1,1}, {16,1,1}]}",23.374412041392286
130.0,5.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.43148322358106
130.0,5.0,"{24,[]}",24.0
130.0,5.0,"{24,[{15,1,1}]}",
130.0,5.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
130.0,6.0,"{8,[]}",8.0
130.0,6.0,"{10,[]}",10.0
130.0,6.0,"{11,[]}",11.0
130.0,6.0,"{12,[]}",12.0
130.0,6.0,"{13,[]}",13.0
130.0,6.0,"{14,[]}",14.0
130.0,6.0,"{14,[{9,1,1}]}",14.727737973387923
130.0,6.0,"{15,[]}",15.0
130.0,6.0,"{15,[{10,1,1}]}",15.732960158050709
130.0,6.0,"{16,[]}",16.0
130.0,6.0,"{16,[{9,1,1}]}",16.609354413702235
130.0,6.0,"{17,[]}",17.0
130.0,6.0,"{17,[{10,1,1}]}",17.612765957446808
130.0,6.0,"{18,[]}",18.0
130.0,6.0,"{18,[{9,-1,1}]}",18.3559465403485
130.0,6.0,"{18,[{9,1,1}]}",18.54271696836407
130.0,6.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.951446455760447
130.0,6.0,"{19,[]}",19.0
130.0,6.0,"{18,[{9,1,1}, {12,1,1}]}",19.369656328583403
130.0,6.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.954735959765298
130.0,6.0,"{20,[]}",20.0
130.0,6.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.341696113074203
130.0,6.0,"{20,[{11,1,1}]}",20.535689045936397
130.0,6.0,"{21,[]}",21.0
130.0,6.0,"{20,[{11,1,1}, {14,1,1}]}",21.37770678026269
130.0,6.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.969826056088035
130.0,6.0,"{22,[]}",22.0
130.0,6.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.362608367885414
130.0,6.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.43422540520166
130.0,6.0,"{22,[{13,1,1}]}",22.53825857519789
130.0,6.0,"{23,[]}",23.0
130.0,6.0,"{22,[{13,1,1}, {16,1,1}]}",23.39367707941287
130.0,6.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.482875423409862
130.0,6.0,"{24,[]}",24.0
130.0,6.0,"{24,[{15,1,1}]}",
130.0,6.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
130.0,7.0,"{8,[]}",8.0
130.0,7.0,"{10,[]}",10.0
130.0,7.0,"{11,[]}",11.0
130.0,7.0,"{12,[]}",12.0
130.0,7.0,"{13,[]}",13.0
130.0,7.0,"{14,[]}",14.0
130.0,7.0,"{14,[{9,1,1}]}",14.73616018845701
130.0,7.0,"{15,[]}",15.0
130.0,7.0,"{15,[{10,1,1}]}",15.74380480365993
130.0,7.0,"{16,[]}",16.0
130.0,7.0,"{16,[{9,1,1}]}",16.62047963456414
130.0,7.0,"{17,[]}",17.0
130.0,7.0,"{17,[{10,1,1}]}",17.622619954303122
130.0,7.0,"{18,[]}",18.0
130.0,7.0,"{18,[{9,-1,1}]}",18.361957162507366
130.0,7.0,"{18,[{9,1,1}]}",18.55099233641187
130.0,7.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.95971703674592
130.0,7.0,"{19,[]}",19.0
130.0,7.0,"{18,[{9,1,1}, {12,1,1}]}",19.385430983703124
130.0,7.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.98272138228942
130.0,7.0,"{20,[]}",20.0
130.0,7.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.369243421052634
130.0,7.0,"{20,[{11,1,1}]}",20.546875
130.0,7.0,"{21,[]}",21.0
130.0,7.0,"{20,[{11,1,1}, {14,1,1}]}",21.397169025811824
130.0,7.0,"{22,[]}",22.0
130.0,7.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.001759014951627
130.0,7.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.39182058047494
130.0,7.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.477572559366756
130.0,7.0,"{22,[{13,1,1}]}",22.552330694810905
130.0,7.0,"{23,[]}",23.0
130.0,7.0,"{22,[{13,1,1}, {16,1,1}]}",23.412593571114044
130.0,7.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.531483927785114
130.0,7.0,"{24,[]}",24.0
130.0,7.0,"{24,[{15,1,1}]}",
130.0,7.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
130.0,8.0,"{8,[]}",8.0
130.0,8.0,"{10,[]}",10.0
130.0,8.0,"{11,[]}",11.0
130.0,8.0,"{12,[]}",12.0
130.0,8.0,"{13,[]}",13.0
130.0,8.0,"{14,[]}",14.0
130.0,8.0,"{14,[{9,1,1}]}",14.74233673922701
130.0,8.0,"{15,[]}",15.0
130.0,8.0,"{15,[{10,1,1}]}",15.749350649350651
130.0,8.0,"{16,[]}",16.0
130.0,8.0,"{16,[{9,1,1}]}",16.627553237722733
130.0,8.0,"{17,[]}",17.0
130.0,8.0,"{17,[{10,1,1}]}",17.633087277464178
130.0,8.0,"{18,[]}",18.0
130.0,8.0,"{18,[{9,-1,1}]}",18.366209840485283
130.0,8.0,"{18,[{9,1,1}]}",18.561222197259042
130.0,8.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.96562570208942
130.0,8.0,"{19,[]}",19.0
130.0,8.0,"{18,[{9,1,1}, {12,1,1}]}",19.402550906243007
130.0,8.0,"{20,[]}",20.0
130.0,8.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.001883239171374
130.0,8.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.391242937853104
130.0,8.0,"{20,[{11,1,1}]}",20.55461393596987
130.0,8.0,"{21,[]}",21.0
130.0,8.0,"{20,[{11,1,1}, {14,1,1}]}",21.40941512125535
130.0,8.0,"{22,[]}",22.0
130.0,8.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.025239777889954
130.0,8.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.415951539626455
130.0,8.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.50731953558809
130.0,8.0,"{22,[{13,1,1}]}",22.56335184250379
130.0,8.0,"{23,[]}",23.0
130.0,8.0,"{22,[{13,1,1}, {16,1,1}]}",23.420098039215684
130.0,8.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.563235294117646
130.0,8.0,"{24,[]}",24.0
130.0,8.0,"{24,[{15,1,1}]}",
130.0,8.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
130.0,9.0,"{8,[]}",8.0
130.0,9.0,"{10,[]}",10.0
130.0,9.0,"{11,[]}",11.0
130.0,9.0,"{12,[]}",12.0
130.0,9.0,"{13,[]}",13.0
130.0,9.0,"{14,[]}",14.0
130.0,9.0,"{14,[{9,1,1}]}",14.749876421156698
130.0,9.0,"{15,[]}",15.0
130.0,9.0,"{15,[{10,1,1}]}",15.75642891800097
130.0,9.0,"{16,[]}",16.0
130.0,9.0,"{16,[{9,1,1}]}",16.632167152575317
130.0,9.0,"{17,[]}",17.0
130.0,9.0,"{17,[{10,1,1}]}",17.63671875
130.0,9.0,"{18,[]}",18.0
130.0,9.0,"{18,[{9,-1,1}]}",18.3690596562184
130.0,9.0,"{18,[{9,1,1}]}",18.568250758341758
130.0,9.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.97168857431749
130.0,9.0,"{19,[]}",19.0
130.0,9.0,"{18,[{9,1,1}, {12,1,1}]}",19.41431451612903
130.0,9.0,"{20,[]}",20.0
130.0,9.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.019649495485925
130.0,9.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.412108337758895
130.0,9.0,"{20,[{11,1,1}]}",20.562400424853955
130.0,9.0,"{21,[]}",21.0
130.0,9.0,"{20,[{11,1,1}, {14,1,1}]}",21.425281199785758
130.0,9.0,"{22,[]}",22.0
130.0,9.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.03991596638656
130.0,9.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.408088235294116
130.0,9.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.4984243697479
130.0,9.0,"{22,[{13,1,1}]}",22.534663865546218
130.0,9.0,"{23,[]}",23.0
130.0,9.0,"{22,[{13,1,1}, {16,1,1}]}",23.403888888888886
130.0,9.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.57333333333333
130.0,9.0,"{24,[]}",24.0
130.0,9.0,"{24,[{15,1,1}]}",
130.0,9.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
130.0,10.0,"{8,[]}",8.0
130.0,10.0,"{10,[]}",10.0
130.0,10.0,"{11,[]}",11.0
130.0,10.0,"{12,[]}",12.0
130.0,10.0,"{13,[]}",13.0
130.0,10.0,"{14,[]}",14.0
130.0,10.0,"{14,[{9,1,1}]}",14.7550574084199
130.0,10.0,"{15,[]}",15.0
130.0,10.0,"{15,[{10,1,1}]}",15.76096256684492
130.0,10.0,"{16,[]}",16.0
130.0,10.0,"{16,[{9,1,1}]}",16.64043126684636
130.0,10.0,"{17,[]}",17.0
130.0,10.0,"{17,[{10,1,1}]}",17.643360433604336
130.0,10.0,"{18,[]}",18.0
130.0,10.0,"{18,[{9,-1,1}]}",18.375914462577377
130.0,10.0,"{18,[{9,1,1}]}",18.575689364096792
130.0,10.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.979741136747325
130.0,10.0,"{19,[]}",19.0
130.0,10.0,"{18,[{9,1,1}, {12,1,1}]}",19.42593627724986
130.0,10.0,"{20,[]}",20.0
130.0,10.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.03662138216184
130.0,10.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.425871234494977
130.0,10.0,"{20,[{11,1,1}]}",20.568222090962788
130.0,10.0,"{21,[]}",21.0
130.0,10.0,"{20,[{11,1,1}, {14,1,1}]}",21.450335161486894
130.0,10.0,"{22,[]}",22.0
130.0,10.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.097142857142853
130.0,10.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.47085714285714
130.0,10.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.570285714285706
130.0,10.0,"{22,[{13,1,1}]}",22.59028571428571
130.0,10.0,"{23,[]}",23.0
130.0,10.0,"{22,[{13,1,1}, {16,1,1}]}",23.44933184855234
130.0,10.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.630846325167038
130.0,10.0,"{24,[]}",24.0
130.0,10.0,"{24,[{15,1,1}]}",
130.0,10.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
140.0,1.0,"{8,[]}",8.0
140.0,1.0,"{10,[]}",10.0
140.0,1.0,"{11,[]}",11.0
140.0,1.0,"{12,[]}",12.0
140.0,1.0,"{13,[]}",13.0
140.0,1.0,"{14,[]}",14.0
140.0,1.0,"{14,[{9,1,1}]}",14.668677665599606
140.0,1.0,"{15,[]}",15.0
140.0,1.0,"{15,[{10,1,1}]}",15.666326946596005
140.0,1.0,"{16,[]}",16.0
140.0,1.0,"{16,[{9,1,1}]}",16.531225226812296
140.0,1.0,"{17,[]}",17.0
140.0,1.0,"{17,[{10,1,1}]}",17.527032313590485
140.0,1.0,"{18,[]}",18.0
140.0,1.0,"{18,[{9,-1,1}]}",18.300906300248503
140.0,1.0,"{18,[{9,1,1}]}",18.44525654144131
140.0,1.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.885031428153777
140.0,1.0,"{19,[]}",19.0
140.0,1.0,"{18,[{9,1,1}, {12,1,1}]}",19.20848320325755
140.0,1.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.727858839497795
140.0,1.0,"{20,[]}",20.0
140.0,1.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.101741460147355
140.0,1.0,"{20,[{11,1,1}]}",20.425653047555258
140.0,1.0,"{21,[]}",21.0
140.0,1.0,"{20,[{11,1,1}, {14,1,1}]}",21.191515704418087
140.0,1.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.702463182588296
140.0,1.0,"{22,[]}",22.0
140.0,1.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.0789560186707
140.0,1.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.087239497731904
140.0,1.0,"{22,[{13,1,1}]}",22.41667214515811
140.0,1.0,"{23,[]}",23.0
140.0,1.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.0099173553719
140.0,1.0,"{22,[{13,1,1}, {16,1,1}]}",23.18168595041322
140.0,1.0,"{24,[]}",24.0
140.0,1.0,"{24,[{15,1,1}]}",
140.0,1.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
140.0,2.0,"{8,[]}",8.0
140.0,2.0,"{10,[]}",10.0
140.0,2.0,"{11,[]}",11.0
140.0,2.0,"{12,[]}",12.0
140.0,2.0,"{13,[]}",13.0
140.0,2.0,"{14,[]}",14.0
140.0,2.0,"{14,[{9,1,1}]}",14.69013088079236
140.0,2.0,"{15,[]}",15.0
140.0,2.0,"{15,[{10,1,1}]}",15.691367574257427
140.0,2.0,"{16,[]}",16.0
140.0,2.0,"{16,[{9,1,1}]}",16.561186825667235
140.0,2.0,"{17,[]}",17.0
140.0,2.0,"{17,[{10,1,1}]}",17.56168359941945
140.0,2.0,"{18,[]}",18.0
140.0,2.0,"{18,[{9,-1,1}]}",18.323212789273512
140.0,2.0,"{18,[{9,1,1}]}",18.482305163411333
140.0,2.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.913556372075032
140.0,2.0,"{19,[]}",19.0
140.0,2.0,"{18,[{9,1,1}, {12,1,1}]}",19.267577762661553
140.0,2.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.81275122132212
140.0,2.0,"{20,[]}",20.0
140.0,2.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.188362177075497
140.0,2.0,"{20,[{11,1,1}]}",20.468648106345622
140.0,2.0,"{21,[]}",21.0
140.0,2.0,"{20,[{11,1,1}, {14,1,1}]}",21.262073246430788
140.0,2.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.804096834264435
140.0,2.0,"{22,[]}",22.0
140.0,2.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.192792792792794
140.0,2.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.206821106821106
140.0,2.0,"{22,[{13,1,1}]}",22.468339768339767
140.0,2.0,"{23,[]}",23.0
140.0,2.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.19417475728155
140.0,2.0,"{22,[{13,1,1}, {16,1,1}]}",23.265840572304548
140.0,2.0,"{24,[]}",24.0
140.0,2.0,"{24,[{15,1,1}]}",
140.0,2.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
140.0,3.0,"{8,[]}",8.0
140.0,3.0,"{10,[]}",10.0
140.0,3.0,"{11,[]}",11.0
140.0,3.0,"{12,[]}",12.0
140.0,3.0,"{13,[]}",13.0
140.0,3.0,"{14,[]}",14.0
140.0,3.0,"{14,[{9,1,1}]}",14.709774089442138
140.0,3.0,"{15,[]}",15.0
140.0,3.0,"{15,[{10,1,1}]}",15.712889812889813
140.0,3.0,"{16,[]}",16.0
140.0,3.0,"{16,[{9,1,1}]}",16.583723653395783
140.0,3.0,"{17,[]}",17.0
140.0,3.0,"{17,[{10,1,1}]}",17.583519345238095
140.0,3.0,"{18,[]}",18.0
140.0,3.0,"{18,[{9,-1,1}]}",18.337558989543812
140.0,3.0,"{18,[{9,1,1}]}",18.507448875728695
140.0,3.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.93161839548441
140.0,3.0,"{19,[]}",19.0
140.0,3.0,"{18,[{9,1,1}, {12,1,1}]}",19.310530568273634
140.0,3.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.872519974863096
140.0,3.0,"{20,[]}",20.0
140.0,3.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.250413374977033
140.0,3.0,"{20,[{11,1,1}]}",20.4964174168657
140.0,3.0,"{21,[]}",21.0
140.0,3.0,"{20,[{11,1,1}, {14,1,1}]}",21.307762892273814
140.0,3.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.87190310148651
140.0,3.0,"{22,[]}",22.0
140.0,3.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.25855804169057
140.0,3.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.296232549244596
140.0,3.0,"{22,[{13,1,1}]}",22.49760948556129
140.0,3.0,"{23,[]}",23.0
140.0,3.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.309818875119163
140.0,3.0,"{22,[{13,1,1}, {16,1,1}]}",23.31306005719733
140.0,3.0,"{24,[]}",24.0
140.0,3.0,"{24,[{15,1,1}]}",
140.0,3.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
140.0,4.0,"{8,[]}",8.0
140.0,4.0,"{10,[]}",10.0
140.0,4.0,"{11,[]}",11.0
140.0,4.0,"{12,[]}",12.0
140.0,4.0,"{13,[]}",13.0
140.0,4.0,"{14,[]}",14.0
140.0,4.0,"{14,[{9,1,1}]}",14.721827987510645
140.0,4.0,"{15,[]}",15.0
140.0,4.0,"{15,[{10,1,1}]}",15.72644218219786
140.0,4.0,"{16,[]}",16.0
140.0,4.0,"{16,[{9,1,1}]}",16.598703888334995
140.0,4.0,"{17,[]}",17.0
140.0,4.0,"{17,[{10,1,1}]}",17.59927971188475
140.0,4.0,"{18,[]}",18.0
140.0,4.0,"{18,[{9,-1,1}]}",18.348413560139942
140.0,4.0,"{18,[{9,1,1}]}",18.52575702738569
140.0,4.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.94245385450597
140.0,4.0,"{19,[]}",19.0
140.0,4.0,"{18,[{9,1,1}, {12,1,1}]}",19.340772935510394
140.0,4.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.913074121931164
140.0,4.0,"{20,[]}",20.0
140.0,4.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.29393203883495
140.0,4.0,"{20,[{11,1,1}]}",20.514563106796118
140.0,4.0,"{21,[]}",21.0
140.0,4.0,"{20,[{11,1,1}, {14,1,1}]}",21.339320388349517
140.0,4.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.916747572815535
140.0,4.0,"{22,[]}",22.0
140.0,4.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.306968463886065
140.0,4.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.359613428280774
140.0,4.0,"{22,[{13,1,1}]}",22.516531027466936
140.0,4.0,"{23,[]}",23.0
140.0,4.0,"{22,[{13,1,1}, {16,1,1}]}",23.354013674347936
140.0,4.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.382628513547733
140.0,4.0,"{24,[]}",24.0
140.0,4.0,"{24,[{15,1,1}]}",
140.0,4.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
140.0,5.0,"{8,[]}",8.0
140.0,5.0,"{10,[]}",10.0
140.0,5.0,"{11,[]}",11.0
140.0,5.0,"{12,[]}",12.0
140.0,5.0,"{13,[]}",13.0
140.0,5.0,"{14,[]}",14.0
140.0,5.0,"{14,[{9,1,1}]}",14.733198243836544
140.0,5.0,"{15,[]}",15.0
140.0,5.0,"{15,[{10,1,1}]}",15.738350125944585
140.0,5.0,"{16,[]}",16.0
140.0,5.0,"{16,[{9,1,1}]}",16.61079114883298
140.0,5.0,"{17,[]}",17.0
140.0,5.0,"{17,[{10,1,1}]}",17.613074204946997
140.0,5.0,"{18,[]}",18.0
140.0,5.0,"{18,[{9,-1,1}]}",18.356323551318336
140.0,5.0,"{18,[{9,1,1}]}",18.538656338447787
140.0,5.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.95486369730374
140.0,5.0,"{19,[]}",19.0
140.0,5.0,"{18,[{9,1,1}, {12,1,1}]}",19.36587498178639
140.0,5.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.95045898295206
140.0,5.0,"{20,[]}",20.0
140.0,5.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.33172642362157
140.0,5.0,"{20,[{11,1,1}]}",20.530280204880988
140.0,5.0,"{21,[]}",21.0
140.0,5.0,"{20,[{11,1,1}, {14,1,1}]}",21.368405093996365
140.0,5.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.959066100667073
140.0,5.0,"{22,[]}",22.0
140.0,5.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.34873417721519
140.0,5.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.452848101265825
140.0,5.0,"{22,[{13,1,1}]}",22.53481012658228
140.0,5.0,"{23,[]}",23.0
140.0,5.0,"{22,[{13,1,1}, {16,1,1}]}",23.377967711301043
140.0,5.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.445077556188668
140.0,5.0,"{24,[]}",24.0
140.0,5.0,"{24,[{15,1,1}]}",
140.0,5.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
140.0,6.0,"{8,[]}",8.0
140.0,6.0,"{10,[]}",10.0
140.0,6.0,"{11,[]}",11.0
140.0,6.0,"{12,[]}",12.0
140.0,6.0,"{13,[]}",13.0
140.0,6.0,"{14,[]}",14.0
140.0,6.0,"{14,[{9,1,1}]}",14.745175265852698
140.0,6.0,"{15,[]}",15.0
140.0,6.0,"{15,[{10,1,1}]}",15.747063142437591
140.0,6.0,"{16,[]}",16.0
140.0,6.0,"{16,[{9,1,1}]}",16.622317596566525
140.0,6.0,"{17,[]}",17.0
140.0,6.0,"{17,[{10,1,1}]}",17.623603351955307
140.0,6.0,"{18,[]}",18.0
140.0,6.0,"{18,[{9,-1,1}]}",18.3607136548313
140.0,6.0,"{18,[{9,1,1}]}",18.549019607843135
140.0,6.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.96060766649002
140.0,6.0,"{19,[]}",19.0
140.0,6.0,"{18,[{9,1,1}, {12,1,1}]}",19.383597422949677
140.0,6.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.973184746648094
140.0,6.0,"{20,[]}",20.0
140.0,6.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.359566787003608
140.0,6.0,"{20,[{11,1,1}]}",20.54259927797834
140.0,6.0,"{21,[]}",21.0
140.0,6.0,"{20,[{11,1,1}, {14,1,1}]}",21.3881245474294
140.0,6.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.986241853729183
140.0,6.0,"{22,[]}",22.0
140.0,6.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.37666793747617
140.0,6.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.486847121616467
140.0,6.0,"{22,[{13,1,1}]}",22.54593976362943
140.0,6.0,"{23,[]}",23.0
140.0,6.0,"{22,[{13,1,1}, {16,1,1}]}",23.400379506641368
140.0,6.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.498292220113854
140.0,6.0,"{24,[]}",24.0
140.0,6.0,"{24,[{15,1,1}]}",
140.0,6.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
140.0,7.0,"{8,[]}",8.0
140.0,7.0,"{10,[]}",10.0
140.0,7.0,"{11,[]}",11.0
140.0,7.0,"{12,[]}",12.0
140.0,7.0,"{13,[]}",13.0
140.0,7.0,"{14,[]}",14.0
140.0,7.0,"{14,[{9,1,1}]}",14.751226036558181
140.0,7.0,"{15,[]}",15.0
140.0,7.0,"{15,[{10,1,1}]}",15.755912162162163
140.0,7.0,"{16,[]}",16.0
140.0,7.0,"{16,[{9,1,1}]}",16.629477151090985
140.0,7.0,"{17,[]}",17.0
140.0,7.0,"{17,[{10,1,1}]}",17.630496167809603
140.0,7.0,"{18,[]}",18.0
140.0,7.0,"{18,[{9,-1,1}]}",18.367002674346843
140.0,7.0,"{18,[{9,1,1}]}",18.559967084961944
140.0,7.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.969759308784198
140.0,7.0,"{19,[]}",19.0
