OnsetTemperature,TemperatureStep,FattyAcid,EquivalentChainLength
150.0,10.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.98899082568807
150.0,10.0,"{19,[]}",19.0
150.0,10.0,"{18,[{9,1,1}, {12,1,1}]}",19.457772337821297
150.0,10.0,"{20,[]}",20.0
150.0,10.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.09169764560099
150.0,10.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.47335811648079
150.0,10.0,"{20,[{11,1,1}]}",20.58674101610904
150.0,10.0,"{21,[]}",21.0
150.0,10.0,"{20,[{11,1,1}, {14,1,1}]}",21.462568472306753
150.0,10.0,"{22,[]}",22.0
150.0,10.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.0989678202793
150.0,10.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.487553126897392
150.0,10.0,"{22,[{13,1,1}]}",22.586520947176687
150.0,10.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.588949605343046
150.0,10.0,"{23,[]}",23.0
150.0,10.0,"{22,[{13,1,1}, {16,1,1}]}",23.467465753424662
150.0,10.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.669520547945208
150.0,10.0,"{24,[]}",24.0
150.0,10.0,"{24,[{15,1,1}]}",
150.0,10.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
